"","place","gender","age","home","time","Velocidad"
"15733",16017,"Male",24,"NY",284.3166667,"Regular"
"22691",23059,"Male",51,"CT",380.6833333,"Lento"
"20188",20532,"Male",29,"NY",316.8166667,"Lento"
"13477",13736,"Female",33,"CT",273,"Regular"
"9151",9353,"Male",30,"NY",251.5833333,"Regular"
"2200",2279,"Male",21,"NJ",206.1333333,"Regular"
"17945",18272,"Male",43,"FL",298.4,"Regular"
"13982",14246,"Male",31,"NY",275.55,"Regular"
"13403",13661,"Male",39,"FRA",270.2833333,"Regular"
"1595",1654,"Male",35,"ESP",200.55,"Regular"
"15869",16157,"Male",31,"ITA",285.25,"Regular"
"20530",20877,"Male",29,"SUI",324.6666667,"Lento"
"13981",14245,"Male",40,"MA",273.7,"Regular"
"13190",13446,"Female",37,"IN",267.6333333,"Regular"
"1038",1079,"Male",40,"NED",191.3166667,"Veloz"
"13752",14013,"Male",49,"ITA",273.0333333,"Regular"
"23273",23645,"Female",46,"NY",501.55,"Lento"
"15901",16189,"Female",51,"TN",285.35,"Regular"
"14889",15162,"Female",50,"GER",278.1166667,"Regular"
"11547",11784,"Female",40,"NY",263.3833333,"Regular"
"4079",4206,"Male",27,"CAN",223.3333333,"Regular"
"15972",16261,"Male",61,"FRA",285.8833333,"Regular"
"1090",1131,"Male",37,"GBR",191.9166667,"Veloz"
"16419",16713,"Female",53,"IRL",289.0166667,"Regular"
"13977",14241,"Female",21,"NY",276.05,"Regular"
"8527",8726,"Male",55,"GER",240.9666667,"Regular"
