Material,Sector,Gross_Export,Pais
Industrial furnaces,Machinery,79554,Alemania
Refrigerators_ freezers,Machinery,4971800,Alemania
Equipment for temperature change of materials,Machinery,7044669,Alemania
Calendering or other rolling machines_ other than for metals or glass,Machinery,648964,Alemania
Centrifuges,Machinery,29530818,Alemania
Dish washing machines,Machinery,3342381,Alemania
Weighing machinery,Machinery,15839,Alemania
Sprays and powder dispersers,Machinery,1866688,Alemania
Pulleys and winches,Machinery,34808,Alemania
Other lifting machinery,Machinery,5323174,Alemania
Other moving_ excavating or boring machinery,Machinery,2077,Alemania
Parts for use with hoists and excavation machinery,Machinery,2258008,Alemania
Machinery for soil preparation or cultivation,Machinery,233365,Alemania
Harvesting or agricultural machinery,Machinery,350915,Alemania
Dairy machinery,Machinery,4866,Alemania
Machinery for processing grain,Machinery,4951,Alemania
Machinery for the industrial preparation of food or drink,Machinery,95613,Alemania
Machinery for making paper,Machinery,1098130,Alemania
Bookbinding machinery,Machinery,2063,Alemania
Other machinery for making paper,Machinery,116568,Alemania
Machinery for making printing components,Machinery,131266,Alemania
Printers and copiers,Machinery,5574402,Alemania
Auxiliary machinery for use with knitting and textile machines,Machinery,26682,Alemania
Household- or laundry-type washing machines,Machinery,192995,Alemania
Machinery for processing fabrics,Machinery,67010,Alemania
Sewing machines,Machinery,36461,Alemania
Machinery for preparing leather,Machinery,1497253,Alemania
Machines used in metallurgy,Machinery,76833,Alemania
Metal-rolling mills,Machinery,73898,Alemania
Machines for working materials by laser and similar means,Machinery,335947,Alemania
Machining centers for working metal,Machinery,409350,Alemania
Machines with grinding stones for finishing metal,Machinery,2206,Alemania
Machine tools for molding and forging metals,Machinery,141300,Alemania
Machine tools for working wood,Machinery,91844,Alemania
Parts and accessories for metal working machines,Machinery,1775307,Alemania
Tools for hand working_ pneumatic_ hydraulic motors,Machinery,167675,Alemania
Machinery for soldering,Machinery,28119,Alemania
Cash registers_ calculators_ etc.,Machinery,17971,Alemania
Computers,Machinery,155763479,Alemania
Other office machines,Machinery,3734666,Alemania
Parts and accessories for office machines,Machinery,61517232,Alemania
Machinery for working minerals,Machinery,90297,Alemania
Automatic goods-vending machines,Machinery,13780,Alemania
Machinery for working rubber or plastics,Machinery,580176,Alemania
Machines n.e.c.,Machinery,20411149,Alemania
Molding boxes for metal foundry,Machinery,1557193,Alemania
Appliances for thermostatically controlled valves,Machinery,15017580,Alemania
Ball or roller bearings,Machinery,6434601,Alemania
Transmission shafts,Machinery,6151513,Alemania
Gaskets and similar joints of metal sheeting,Machinery,973151,Alemania
Machinery parts_ not containing electrical features_ n.e.c.,Machinery,327224,Alemania
Electric motors and generators,Electronics,32001668,Alemania
Electric generating sets and rotary converters,Electronics,1193,Alemania
Parts for use with electric generators,Electronics,1662566,Alemania
Electrical transformers,Electronics,24528630,Alemania
Electromagnets,Electronics,179904,Alemania
Primary cells and primary batteries,Electronics,88229,Alemania
Batteries,Electronics,14451013,Alemania
Vacuum cleaners,Electronics,25708809,Alemania
Electromechanical domestic appliances,Electronics,159484,Alemania
Electrical ignition equipment,Electronics,39934982,Alemania
Electrical lighting equipment used for motor vehicles,Electronics,54649633,Alemania
Portable electric lamps,Electronics,6408,Alemania
Industrial electric furnaces,Electronics,325246,Alemania
Electric soldering machines,Electronics,2922995,Alemania
Electric heaters,Electronics,1063507,Alemania
Telephones,Electronics,52661399,Alemania
Microphones,Electronics,144448176,Alemania
Sound reproducing apparatus,Electronics,2985,Alemania
Magnetic tape recorders,Electronics,39251,Alemania
Video recording apparatus,Electronics,10204756,Alemania
Parts and accessories for video or sound equipment,Electronics,348742,Alemania
Sound storage media,Electronics,22105805,Alemania
Tapes_ cassettes_ records and compact disks,Electronics,40408,Alemania
Transmission apparatus for radio_ telephone and TV,Electronics,165987092,Alemania
Radar,Electronics,51460133,Alemania
Reception apparatus for radio broadcasting,Electronics,17841962,Alemania
Monitors and projectors,Electronics,17545962,Alemania
Parts of radios_ telephones_ and T.V.s,Electronics,9428962,Alemania
Electric signal and traffic controls,Electronics,70714,Alemania
Electric sound or visual signaling apparatus,Electronics,1609436,Alemania
Electrical capacitors,Electronics,26684676,Alemania
Electrical resistors,Electronics,20611351,Alemania
Electronic printed circuits,Electronics,862440,Alemania
Electrical apparatus for > 1k volts,Electronics,124821,Alemania
Electrical apparatus for < 1k volts,Electronics,137945703,Alemania
Electrical boards,Electronics,182600395,Alemania
Parts for electrical apparatus,Electronics,24843279,Alemania
Electrical filament,Electronics,2583891,Alemania
Semiconductor devices,Electronics,66903291,Alemania
Electronic integrated circuits,Electronics,65113938,Alemania
Electrical machines with individual functions n.e.c.,Electronics,20361870,Alemania
Insulated electrical wire,Electronics,93579973,Alemania
Carbon articles for eletrical purposes,Electronics,1959930,Alemania
Electrical insulators of any material,Electronics,207822,Alemania
Insulating fittings for electrical machines,Electronics,42060106,Alemania
Waste and scrap of batteries,Electronics,2122547,Alemania
Parts of railway locomotives,Vehicles,67294,Alemania
Railway track fixtures,Vehicles,1722,Alemania
Containers for multimodal transportation,Vehicles,27732,Alemania
Tractors,Vehicles,710038,Alemania
Cars,Vehicles,3129854644,Alemania
Motor vehicles for transporting goods,Vehicles,424215,Alemania
Special purpose motor vehicles,Vehicles,131998,Alemania
Vehicle Bodies,Vehicles,413438,Alemania
Parts of motor vehicles,Vehicles,363527800,Alemania
Motorcycles,Vehicles,198460,Alemania
Bicycles,Vehicles,1720,Alemania
Wheelchairs,Vehicles,102013,Alemania
Parts of motorcycles or wheelchairs,Vehicles,120249,Alemania
Trailers and semi-trailers,Vehicles,149449,Alemania
Parts of other aircraft,Vehicles,87925606,Alemania
Parachutes,Vehicles,1428,Alemania
Pleasure or sport boats,Vehicles,120487,Alemania
Optical fibers,Machinery,3971275,Alemania
Lenses and other optical elements,Machinery,316519,Alemania
Glasses,Machinery,859885,Alemania
Binoculars and telescopes,Machinery,67864,Alemania
Photographic cameras,Machinery,405650,Alemania
Electrostatic photo-copyers,Machinery,4697,Alemania
Apparatus and equipment for photographic laboratories_ n.e.c.,Machinery,1429952,Alemania
Optical microscopes,Machinery,64886,Alemania
Microscopes_ other than optical,Machinery,25321,Alemania
Liquid crystal devices,Machinery,593683,Alemania
Navigational instruments,Machinery,1690259,Alemania
Surveying instruments,Machinery,1361372,Alemania
Balances of a sensitivity < 50 milligram,Machinery,40485,Alemania
Drafting tables and machines,Machinery,58649,Alemania
Medical instruments,Machinery,248712758,Alemania
Therapy applicances,Machinery,12058993,Alemania
Other breathing appliances and gas masks,Machinery,85648,Alemania
Orthopedic appliances,Machinery,451825661,Alemania
X-ray machines,Machinery,3141943,Alemania
Instruments designed for demonstrational purposes,Machinery,761863,Alemania
Machines for testing the mechanical properties of materials,Machinery,257816,Alemania
Thermometers_ hydrometers etc.,Machinery,5195296,Alemania
Instruments for measuring properties of liquids or gases,Machinery,107067823,Alemania
Instruments for physical or chemical analysis,Machinery,5738117,Alemania
Gas_ liquid or electricity meters,Machinery,1321202,Alemania
Meters,Machinery,8748712,Alemania
Instruments for measuring electricity,Machinery,1355937,Alemania
Measuring instruments,Machinery,48036188,Alemania
Automatic regulating instruments,Machinery,45906796,Alemania
Other parts for machines and appliances,Machinery,266895,Alemania
Watches with precious metal,Machinery,10238,Alemania
Watches,Machinery,199535,Alemania
Clocks with watch movements,Machinery,1309,Alemania
Apparatus for measuring intervals of time,Machinery,7610,Alemania
Time switches,Machinery,3571543,Alemania
Watch straps,Machinery,14453,Alemania
Other clock or watch parts,Machinery,181977,Alemania
Musical instruments_ string,Machinery,808622,Alemania
Musical instruments_ percussion,Machinery,8019,Alemania
Musical instruments_ electric,Machinery,389098,Alemania
Parts of musical instruments,Machinery,418219,Alemania
Munitions of war,Machinery,167691,Alemania
Seats,Textiles,22076769,Alemania
Medical_ dental or veterinary furniture,Textiles,20591,Alemania
Other furniture and parts,Textiles,1794734,Alemania
Mattresses and bedding,Textiles,41217,Alemania
Lamps,Textiles,1345496,Alemania
Toys,Machinery,1195449,Alemania
Games,Machinery,520311,Alemania
Christmas and other festivity articles,Machinery,605990,Alemania
Sports equipment,Machinery,2699918,Alemania
Fishing and hunting equipment,Machinery,4427,Alemania
Fairground amusements,Machinery,40708,Alemania
Worked vegetable or mineral carving material,Machinery,4288,Alemania
Brooms and mops,Machinery,1485498,Alemania
Buttons,Machinery,6357,Alemania
Pens,Machinery,1862526,Alemania
Pencils_ crayons_ pastels_ etc.,Machinery,1566245,Alemania
Slates and boards_ with writing or drawing surfaces,Machinery,4460,Alemania
Hand-operated stamps,Machinery,1585,Alemania
Typewriter ribbons and ink pads,Machinery,1045936,Alemania
Cigarette lighters,Machinery,211698,Alemania
Combs_ hair-slides etc.,Machinery,1489,Alemania
Scent sprays,Machinery,26401,Alemania
Mannequins,Machinery,46215,Alemania
Paintings and drawings,Textiles,108330,Alemania
Original engravings,Textiles,209385,Alemania
Sculptures,Textiles,984915,Alemania
Collectors pieces,Textiles,857592,Alemania
Antiques >100 years,Textiles,2834,Alemania
Commodities not specified according to kind,Other,54631576,Alemania
